0,0
0.005,-0.000920711
0.01,-0.00243038
0.015,-0.00432256
0.02,-0.00657409
0.025,-0.0088791
0.03,-0.0106891
0.035,-0.0117913
0.04,-0.0123727
0.045,-0.0125128
0.05,-0.0121451
0.055,-0.0115319
0.06,-0.0112242
0.065,-0.0114711
0.07,-0.0121366
0.075,-0.0131832
0.08,-0.0146898
0.085,-0.0163617
0.09,-0.0175683
0.095,-0.0179425
0.1,-0.0174846
0.105,-0.0161058
0.11,-0.013639
0.115,-0.0103516
0.12,-0.00691924
0.125,-0.00382259
0.13,-0.00122443
0.135,0.000606138
0.14,0.00134165
0.145,0.00114403
0.15,0.000661288
0.155,0.000428332
0.16,0.000725275
0.165,0.00196101
0.17,0.00456913
0.175,0.00839928
0.18,0.0126684
0.185,0.0165303
0.19,0.0192222
0.195,0.0197259
0.2,0.0169554
0.205,0.0104792
0.21,0.000696318
0.215,-0.0116144
0.22,-0.0253527
0.225,-0.0387225
0.23,-0.04945
0.235,-0.0556089
0.24,-0.055963
0.245,-0.0497289
0.25,-0.0367494
0.255,-0.0180839
0.26,0.00404547
0.265,0.0269945
0.27,0.0480576
0.275,0.0643553
0.28,0.0732316
0.285,0.0731415
0.29,0.0639307
0.295,0.0464203
0.3,0.0223176
0.305,-0.00549614
0.31,-0.033309
0.315,-0.0575489
0.32,-0.0752763
0.325,-0.0840864
0.33,-0.0824043
0.335,-0.0701765
0.34,-0.0488958
0.345,-0.020918
0.35,0.0108609
0.355,0.0428796
0.36,0.0713217
0.365,0.0930523
0.37,0.105987
0.375,0.108811
0.38,0.101063
0.385,0.0836352
0.39,0.0586501
0.395,0.028705
0.4,-0.00344647
0.405,-0.0346909
0.41,-0.0618364
0.415,-0.0823966
0.42,-0.0948169
0.425,-0.0980856
0.43,-0.0917686
0.435,-0.0765164
0.44,-0.0540092
0.445,-0.0263052
0.45,0.00435816
0.455,0.0352506
0.46,0.0633537
0.465,0.0861138
0.47,0.101689
0.475,0.108623
0.48,0.105974
0.485,0.0939235
0.49,0.0738068
0.495,0.0475231
0.5,0.0173524
0.505,-0.0137561
0.51,-0.0416009
0.515,-0.0636953
0.52,-0.0781175
0.525,-0.0832248
0.53,-0.0782881
0.535,-0.0640363
0.54,-0.0421119
0.545,-0.0144367
0.55,0.016503
0.555,0.0474265
0.56,0.0750529
0.565,0.096896
0.57,0.111034
0.575,0.115825
0.58,0.110539
0.585,0.0959068
0.59,0.0735703
0.595,0.0454519
0.6,0.0140385
0.605,-0.0173889
0.61,-0.0455488
0.615,-0.0679545
0.62,-0.0826837
0.625,-0.0880936
0.63,-0.0834546
0.635,-0.0694954
0.64,-0.0478583
0.645,-0.0204647
0.65,0.0101994
0.655,0.0408534
0.66,0.0682168
0.665,0.0898036
0.67,0.103692
0.675,0.108241
0.68,0.102721
0.685,0.0878621
0.69,0.0653069
0.695,0.036978
0.7,0.00536231
0.705,-0.0262586
0.71,-0.0546034
0.715,-0.0771851
0.72,-0.0920812
0.725,-0.0976487
0.73,-0.093158
0.735,-0.0793375
0.74,-0.0578294
0.745,-0.0305549
0.75,-1.97758e-16
0.755,0.0305549
0.76,0.0578294
0.765,0.0793375
0.77,0.093158
0.775,0.0976487
0.78,0.0920812
0.785,0.0771851
0.79,0.0546034
0.795,0.0262586
0.8,-0.00536231
0.805,-0.036978
0.81,-0.0653069
0.815,-0.0878621
0.82,-0.102721
0.825,-0.108241
0.83,-0.103692
0.835,-0.0898036
0.84,-0.0682168
0.845,-0.0408534
0.85,-0.0101994
0.855,0.0204647
0.86,0.0478583
0.865,0.0694954
0.87,0.0834546
0.875,0.0880936
0.88,0.0826837
0.885,0.0679545
0.89,0.0455488
