0,0.0063662
1,0.0084747
2,0.0104119
3,0.0119827
4,0.013015
5,0.0133761
6,0.0129884
7,0.011838
8,0.00997942
9,0.0075333
10,0.00467745
11,0.00163256
12,-0.00135706
13,-0.0040458
14,-0.00621028
15,-0.00767186
16,-0.008316
17,-0.00810656
18,-0.00709352
19,-0.00541291
20,-0.00327877
21,-0.000967343
22,0.00120539
23,0.00291116
24,0.00383971
25,0.00372923
26,0.00239453
27,-0.000249992
28,-0.00417451
29,-0.00922701
30,-0.0151365
31,-0.0215267
32,-0.0279388
33,-0.033863
34,-0.0387758
35,-0.0421801
36,-0.0436457
37,-0.0428469
38,-0.0395928
39,-0.0338496
40,-0.0257518
41,-0.0156005
42,-0.00385003
43,0.00891768
44,0.0220286
45,0.03476
46,0.0463883
47,0.0562375
48,0.0637263
49,0.0684076
50,0.07
51,0.0684076
52,0.0637263
53,0.0562375
54,0.0463883
55,0.03476
56,0.0220286
57,0.00891768
58,-0.00385003
59,-0.0156005
60,-0.0257518
61,-0.0338496
62,-0.0395928
63,-0.0428469
64,-0.0436457
65,-0.0421801
66,-0.0387758
67,-0.033863
68,-0.0279388
69,-0.0215267
70,-0.0151365
71,-0.00922701
72,-0.00417451
73,-0.000249992
74,0.00239453
75,0.00372923
76,0.00383971
77,0.00291116
78,0.00120539
79,-0.000967343
80,-0.00327877
81,-0.00541291
82,-0.00709352
83,-0.00810656
84,-0.008316
85,-0.00767186
86,-0.00621028
87,-0.0040458
88,-0.00135706
89,0.00163256
90,0.00467745
91,0.0075333
92,0.00997942
93,0.011838
94,0.0129884
95,0.0133761
96,0.013015
97,0.0119827
98,0.0104119
99,0.0084747
100,0.0063662
