0,0
0.005,0.000460356
0.01,0.0012379
0.015,0.00228656
0.02,0.00366517
0.025,0.00528965
0.03,0.00693612
0.035,0.00850249
0.04,0.0100207
0.045,0.0114106
0.05,0.0124816
0.055,0.0131906
0.06,0.0136476
0.065,0.0138614
0.07,0.0137328
0.075,0.0133032
0.08,0.0127524
0.085,0.0121379
0.09,0.0113841
0.095,0.0105296
0.1,0.00972635
0.105,0.00898377
0.11,0.00816364
0.115,0.00723579
0.12,0.00628629
0.125,0.0052698
0.13,0.00401265
0.135,0.00247428
0.14,0.000758944
0.145,-0.00113113
0.15,-0.00329482
0.155,-0.00567565
0.16,-0.00805723
0.165,-0.0103189
0.17,-0.0124447
0.175,-0.0142761
0.18,-0.0155164
0.185,-0.015993
0.19,-0.0156705
0.195,-0.0144057
0.2,-0.0119494
0.205,-0.00820536
0.21,-0.00323646
0.215,0.00298919
0.22,0.0106048
0.225,0.019596
0.23,0.0298031
0.235,0.0411814
0.24,0.0538125
0.245,0.067657
0.25,0.0825557
0.255,0.0984863
0.26,0.115568
0.265,0.133809
0.27,0.153094
0.275,0.173438
0.28,0.19498
0.285,0.217725
0.29,0.241532
0.295,0.26636
0.3,0.292269
0.305,0.319166
0.31,0.346797
0.315,0.375007
0.32,0.403748
0.325,0.432828
0.33,0.461925
0.335,0.490838
0.34,0.519509
0.345,0.547773
0.35,0.575363
0.355,0.602165
0.36,0.628225
0.365,0.653497
0.37,0.677833
0.375,0.701233
0.38,0.723839
0.385,0.745679
0.39,0.766653
0.395,0.786775
0.4,0.806181
0.405,0.824861
0.41,0.842661
0.415,0.859534
0.42,0.875548
0.425,0.890638
0.43,0.904606
0.435,0.917385
0.44,0.929046
0.445,0.939555
0.45,0.94877
0.455,0.956699
0.46,0.963504
0.465,0.969245
0.47,0.973874
0.475,0.977477
0.48,0.980278
0.485,0.98237
0.49,0.983708
0.495,0.984353
0.5,0.984472
0.505,0.98408
0.51,0.982589
0.515,0.980122
0.52,0.976805
0.525,0.972515
0.53,0.967131
0.535,0.960782
0.54,0.953602
0.545,0.945476
0.55,0.936288
0.555,0.926177
0.56,0.915279
0.565,0.903484
0.57,0.89068
0.575,0.877007
0.58,0.862603
0.585,0.847356
0.59,0.831157
0.595,0.814144
0.6,0.796454
0.605,0.777979
0.61,0.758608
0.615,0.738483
0.62,0.717745
0.625,0.69629
0.63,0.674013
0.635,0.651062
0.64,0.627585
0.645,0.603483
0.65,0.578658
0.655,0.553261
