0,4.67781e-18
1,0.00239138
2,0.00453954
3,0.00612799
4,0.00690613
5,0.00672735
6,0.00557414
7,0.00356621
8,0.000949876
9,-0.00193074
10,-0.00467745
11,-0.00689123
12,-0.0082282
13,-0.00845059
14,-0.0074655
15,-0.00534565
16,-0.00232825
17,0.00120893
18,0.00479209
19,0.00791168
20,0.010091
21,0.0109545
22,0.0102863
23,0.0080703
24,0.00450683
25,-4.67781e-18
26,-0.0048824
27,-0.00947383
28,-0.0130916
29,-0.0151277
30,-0.0151365
31,-0.0129085
32,-0.00851928
33,-0.00234675
34,0.00494753
35,0.0124732
36,0.019197
37,0.0240517
38,0.026056
39,0.0244325
40,0.0187098
41,0.00879561
42,-0.00498685
43,-0.0219067
44,-0.040877
45,-0.0605461
46,-0.0794204
47,-0.0960051
48,-0.108949
49,-0.117178
50,0.88
51,-0.117178
52,-0.108949
53,-0.0960051
54,-0.0794204
55,-0.0605461
56,-0.040877
57,-0.0219067
58,-0.00498685
59,0.00879561
60,0.0187098
61,0.0244325
62,0.026056
63,0.0240517
64,0.019197
65,0.0124732
66,0.00494753
67,-0.00234675
68,-0.00851928
69,-0.0129085
70,-0.0151365
71,-0.0151277
72,-0.0130916
73,-0.00947383
74,-0.0048824
75,-4.67781e-18
76,0.00450683
77,0.0080703
78,0.0102863
79,0.0109545
80,0.010091
81,0.00791168
82,0.00479209
83,0.00120893
84,-0.00232825
85,-0.00534565
86,-0.0074655
87,-0.00845059
88,-0.0082282
89,-0.00689123
90,-0.00467745
91,-0.00193074
92,0.000949876
93,0.00356621
94,0.00557414
95,0.00672735
96,0.00690613
97,0.00612799
98,0.00453954
99,0.00239138
100,4.67781e-18
